タスク大分類,タスク大分類説明,タスク中分類,タスク小分類,評価項目,評価項目説明,表示順,作成日,変更日,削除日,最終更新日,重複対象タスク中分類識別子,重複対象タスク小分類識別子,重複対象評価項目識別子,営農１年目,営農２年目,営農,農場長,営業,事務,総務,顧問,管理者
総務・人事・経理,,社内業務監査＞社内業務改善,社内業務改善活動の実施,定期的に社内業務改善検討会議を開催し、検討会議の結果に応じて各種社内規程や業務手順書を修正し、全従業員に周知する,,408,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
露地栽培,,耕耘,耕起,圃場に適したロータリーを選択する,,409,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,耕耘,機械整備及び器具の手入れ,耕耘作業で使用する機械及び器具の整備点検（オイル交換含む）、アタッチメント等の載せ替えをする,,410,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,施肥,土壌攪拌,土壌攪拌を行う目的を理解する,,411,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,施肥,土壌攪拌,ロータリーを操作する,,412,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,施肥,土壌攪拌,圃場に適したロータリーを選択する,,413,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,マルチ張り,機械整備及び器具の手入れ,マルチ張り作業で使用する機械及び器具の整備点検（オイル交換含む）を行う,,414,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,土寄せ,機械整備及び器具の手入れ,土寄せ作業で使用する機械及び器具の整備点検（オイル交換含む）を行う,,415,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,除草,除草畦畔除草（けいはんじょそう）,草取りにかかる作業量を理解する,,416,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,施肥,機械整備及び器具の手入れ,施肥作業で使用する機械及び器具の整備点検（オイル交換含む）及びアタッチメント等の載せ替えをする,,417,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,定植,機械整備及び器具の手入れ,定植作業で使用する機械及び器具の整備点検（オイル交換含む）を行う,,418,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,除草,機械整備及び器具の手入れ,除草作業で使用する機械及び器具の整備点検（オイル交換含む）を行う,,419,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,防除,機械整備及び器具の手入れ,防除作業で使用する機械及び器具の整備点検（オイル交換含む）を行う,,420,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,追肥,機械整備及び器具の手入れ,追肥作業で使用する機械及び器具の整備点検（オイル交換含む）並びにアタッチメント等の載せ替えをする,,421,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,潅水,スミレイン・レインガン,潅水方法を知っている,,422,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,潅水,スミレイン・レインガン,圃場状態によって潅水必要量（必要時間）を把握する,,423,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,潅水,機械整備及び器具の手入れ,潅水作業で使用する機械及び器具の整備点検（オイル交換含む）を行う,,424,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,収穫,箱詰め,規格を理解する,,425,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,収穫後作業,残渣処理,圃場に適したロータリーを選択する,,426,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,収穫,機械整備及び器具の手入れ,収穫作業で使用する機械、器具の整備をする,,427,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,収穫後作業,機械整備及び器具の手入れ,収穫後作業で使用する機械及び器具の整備点検（オイル交換含む）、アタッチメント等の載せ替えをする,,428,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,育苗,機械整備及び器具の手入れ,育苗作業で使用する機械及び器具の整備点検を行う,,429,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,運搬,機械整備及び器具の手入れ,運搬作業で使用する機械及び車両の整備点検を行う,,430,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,出荷,検品,規格を理解する,,431,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,出荷,検品,瞬時に規格に沿った分荷をする,,432,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,出荷,貯蔵,適切な配置に、フォークリフトにて商品を配置する,,433,2024/4/8,2024/4/8,,,,,,,,,,,,,,
露地栽培,,出荷,機械整備及び器具の手入れ,出荷作業で使用する機械及び車両の整備点検を行う,,434,2024/4/8,2024/4/8,,,,,,,,,,,,,,
